date,category,quantity
2026-04-01,ABARROTES,56.0
2026-04-01,BEBIDAS,79.0
2026-04-01,GOLOSINAS,76.0
2026-04-01,HELADOS,28.0
2026-04-01,LIMPIEZA,21.0
2026-04-02,ABARROTES,50.0
2026-04-02,BEBIDAS,99.0
2026-04-02,GOLOSINAS,54.0
2026-04-02,HELADOS,20.0
2026-04-02,LIMPIEZA,10.0
2026-04-03,ABARROTES,46.0
2026-04-03,BEBIDAS,70.0
2026-04-03,GOLOSINAS,90.0
2026-04-03,HELADOS,16.0
2026-04-03,LIMPIEZA,18.0
2026-04-04,ABARROTES,49.0
2026-04-04,BEBIDAS,95.0
2026-04-04,GOLOSINAS,84.0
2026-04-04,HELADOS,45.0
2026-04-04,LIMPIEZA,16.0
2026-04-05,ABARROTES,36.0
2026-04-05,BEBIDAS,81.0
2026-04-05,GOLOSINAS,73.0
2026-04-05,HELADOS,36.0
2026-04-05,LIMPIEZA,16.0
2026-04-06,ABARROTES,50.0
2026-04-06,BEBIDAS,93.0
2026-04-06,GOLOSINAS,56.0
2026-04-06,HELADOS,28.0
2026-04-06,LIMPIEZA,10.0
2026-04-07,ABARROTES,56.0
2026-04-07,BEBIDAS,95.0
2026-04-07,GOLOSINAS,58.0
2026-04-07,HELADOS,22.0
2026-04-07,LIMPIEZA,5.0
2026-04-08,ABARROTES,47.0
2026-04-08,BEBIDAS,64.0
2026-04-08,GOLOSINAS,55.0
2026-04-08,HELADOS,20.0
2026-04-08,LIMPIEZA,21.0
2026-04-09,ABARROTES,62.0
2026-04-09,BEBIDAS,72.0
2026-04-09,GOLOSINAS,80.0
2026-04-09,HELADOS,16.0
2026-04-09,LIMPIEZA,21.0
2026-04-10,ABARROTES,45.0
2026-04-10,BEBIDAS,79.0
2026-04-10,GOLOSINAS,60.0
2026-04-10,HELADOS,27.0
2026-04-10,LIMPIEZA,19.0
2026-04-11,ABARROTES,77.0
2026-04-11,BEBIDAS,90.0
2026-04-11,GOLOSINAS,102.0
2026-04-11,HELADOS,45.0
2026-04-11,LIMPIEZA,20.0
2026-04-12,ABARROTES,32.0
2026-04-12,BEBIDAS,79.0
2026-04-12,GOLOSINAS,90.0
2026-04-12,HELADOS,34.0
2026-04-12,LIMPIEZA,18.0
2026-04-13,ABARROTES,37.0
2026-04-13,BEBIDAS,54.0
2026-04-13,GOLOSINAS,56.0
2026-04-13,HELADOS,11.0
2026-04-13,LIMPIEZA,0.0
2026-04-14,ABARROTES,49.0
2026-04-14,BEBIDAS,71.0
2026-04-14,GOLOSINAS,76.0
2026-04-14,HELADOS,26.0
2026-04-14,LIMPIEZA,22.0
2026-04-15,ABARROTES,57.0
2026-04-15,BEBIDAS,103.0
2026-04-15,GOLOSINAS,42.0
2026-04-15,HELADOS,22.0
2026-04-15,LIMPIEZA,18.0
2026-04-16,ABARROTES,51.0
2026-04-16,BEBIDAS,83.0
2026-04-16,GOLOSINAS,94.0
2026-04-16,HELADOS,43.0
2026-04-16,LIMPIEZA,13.0
2026-04-17,ABARROTES,66.0
2026-04-17,BEBIDAS,48.0
2026-04-17,GOLOSINAS,84.0
2026-04-17,HELADOS,25.0
2026-04-17,LIMPIEZA,17.0
2026-04-18,ABARROTES,32.0
2026-04-18,BEBIDAS,83.0
2026-04-18,GOLOSINAS,69.0
2026-04-18,HELADOS,30.0
2026-04-18,LIMPIEZA,26.0
2026-04-19,ABARROTES,50.0
2026-04-19,BEBIDAS,107.0
2026-04-19,GOLOSINAS,65.0
2026-04-19,HELADOS,26.0
2026-04-19,LIMPIEZA,16.0
2026-04-20,ABARROTES,37.0
2026-04-20,BEBIDAS,45.0
2026-04-20,GOLOSINAS,78.0
2026-04-20,HELADOS,13.0
2026-04-20,LIMPIEZA,12.0
2026-04-21,ABARROTES,32.0
2026-04-21,BEBIDAS,62.0
2026-04-21,GOLOSINAS,48.0
2026-04-21,HELADOS,21.0
2026-04-21,LIMPIEZA,13.0
2026-04-22,ABARROTES,45.0
2026-04-22,BEBIDAS,51.0
2026-04-22,GOLOSINAS,91.0
2026-04-22,HELADOS,28.0
2026-04-22,LIMPIEZA,10.0
2026-04-23,ABARROTES,36.0
2026-04-23,BEBIDAS,78.0
2026-04-23,GOLOSINAS,76.0
2026-04-23,HELADOS,23.0
2026-04-23,LIMPIEZA,18.0
2026-04-24,ABARROTES,46.0
2026-04-24,BEBIDAS,77.0
2026-04-24,GOLOSINAS,64.0
2026-04-24,HELADOS,26.0
2026-04-24,LIMPIEZA,15.0
2026-04-25,ABARROTES,56.0
2026-04-25,BEBIDAS,107.0
2026-04-25,GOLOSINAS,72.0
2026-04-25,HELADOS,27.0
2026-04-25,LIMPIEZA,20.0
2026-04-26,ABARROTES,39.0
2026-04-26,BEBIDAS,91.0
2026-04-26,GOLOSINAS,84.0
2026-04-26,HELADOS,20.0
2026-04-26,LIMPIEZA,17.0
2026-04-27,ABARROTES,59.0
2026-04-27,BEBIDAS,92.0
2026-04-27,GOLOSINAS,46.0
2026-04-27,HELADOS,15.0
2026-04-27,LIMPIEZA,22.0
2026-04-28,ABARROTES,47.0
2026-04-28,BEBIDAS,75.0
2026-04-28,GOLOSINAS,69.0
2026-04-28,HELADOS,23.0
2026-04-28,LIMPIEZA,12.0
2026-04-29,ABARROTES,44.0
2026-04-29,BEBIDAS,89.0
2026-04-29,GOLOSINAS,47.0
2026-04-29,HELADOS,29.0
2026-04-29,LIMPIEZA,15.0
2026-04-30,ABARROTES,46.0
2026-04-30,BEBIDAS,91.0
2026-04-30,GOLOSINAS,55.0
2026-04-30,HELADOS,29.0
2026-04-30,LIMPIEZA,9.0
2026-05-01,ABARROTES,56.0
2026-05-01,BEBIDAS,80.0
2026-05-01,GOLOSINAS,98.0
2026-05-01,HELADOS,22.0
2026-05-01,LIMPIEZA,14.0
2026-05-02,ABARROTES,37.0
2026-05-02,BEBIDAS,97.0
2026-05-02,GOLOSINAS,92.0
2026-05-02,HELADOS,35.0
2026-05-02,LIMPIEZA,22.0
2026-05-03,ABARROTES,43.0
2026-05-03,BEBIDAS,74.0
2026-05-03,GOLOSINAS,98.0
2026-05-03,HELADOS,19.0
2026-05-03,LIMPIEZA,13.0
2026-05-04,ABARROTES,25.0
2026-05-04,BEBIDAS,82.0
2026-05-04,GOLOSINAS,64.0
2026-05-04,HELADOS,17.0
2026-05-04,LIMPIEZA,2.0
2026-05-05,ABARROTES,41.0
2026-05-05,BEBIDAS,101.0
2026-05-05,GOLOSINAS,70.0
2026-05-05,HELADOS,24.0
2026-05-05,LIMPIEZA,8.0
2026-05-06,ABARROTES,47.0
2026-05-06,BEBIDAS,85.0
2026-05-06,GOLOSINAS,92.0
2026-05-06,HELADOS,11.0
2026-05-06,LIMPIEZA,14.0
2026-05-07,ABARROTES,59.0
2026-05-07,BEBIDAS,90.0
2026-05-07,GOLOSINAS,64.0
2026-05-07,HELADOS,24.0
2026-05-07,LIMPIEZA,23.0
2026-05-08,ABARROTES,44.0
2026-05-08,BEBIDAS,58.0
2026-05-08,GOLOSINAS,80.0
2026-05-08,HELADOS,29.0
2026-05-08,LIMPIEZA,21.0
2026-05-09,ABARROTES,52.0
2026-05-09,BEBIDAS,127.0
2026-05-09,GOLOSINAS,107.0
2026-05-09,HELADOS,34.0
2026-05-09,LIMPIEZA,21.0
2026-05-10,ABARROTES,41.0
2026-05-10,BEBIDAS,62.0
2026-05-10,GOLOSINAS,62.0
2026-05-10,HELADOS,33.0
2026-05-10,LIMPIEZA,19.0
2026-05-11,ABARROTES,47.0
2026-05-11,BEBIDAS,92.0
2026-05-11,GOLOSINAS,68.0
2026-05-11,HELADOS,42.0
2026-05-11,LIMPIEZA,26.0
2026-05-12,ABARROTES,43.0
2026-05-12,BEBIDAS,83.0
2026-05-12,GOLOSINAS,74.0
2026-05-12,HELADOS,13.0
2026-05-12,LIMPIEZA,16.0
2026-05-13,ABARROTES,45.0
2026-05-13,BEBIDAS,89.0
2026-05-13,GOLOSINAS,81.0
2026-05-13,HELADOS,25.0
2026-05-13,LIMPIEZA,15.0
2026-05-14,ABARROTES,57.0
2026-05-14,BEBIDAS,70.0
2026-05-14,GOLOSINAS,66.0
2026-05-14,HELADOS,23.0
2026-05-14,LIMPIEZA,12.0
2026-05-15,ABARROTES,78.0
2026-05-15,BEBIDAS,108.0
2026-05-15,GOLOSINAS,73.0
2026-05-15,HELADOS,42.0
2026-05-15,LIMPIEZA,17.0
2026-05-16,ABARROTES,52.0
2026-05-16,BEBIDAS,87.0
2026-05-16,GOLOSINAS,116.0
2026-05-16,HELADOS,29.0
2026-05-16,LIMPIEZA,19.0
2026-05-17,ABARROTES,38.0
2026-05-17,BEBIDAS,126.0
2026-05-17,GOLOSINAS,66.0
2026-05-17,HELADOS,21.0
2026-05-17,LIMPIEZA,17.0
2026-05-18,ABARROTES,51.0
2026-05-18,BEBIDAS,106.0
2026-05-18,GOLOSINAS,42.0
2026-05-18,HELADOS,23.0
2026-05-18,LIMPIEZA,11.0
2026-05-19,ABARROTES,38.0
2026-05-19,BEBIDAS,76.0
2026-05-19,GOLOSINAS,63.0
2026-05-19,HELADOS,16.0
2026-05-19,LIMPIEZA,26.0
2026-05-20,ABARROTES,58.0
2026-05-20,BEBIDAS,48.0
2026-05-20,GOLOSINAS,49.0
2026-05-20,HELADOS,20.0
2026-05-20,LIMPIEZA,16.0
2026-05-21,ABARROTES,45.0
2026-05-21,BEBIDAS,80.0
2026-05-21,GOLOSINAS,67.0
2026-05-21,HELADOS,17.0
2026-05-21,LIMPIEZA,19.0
2026-05-22,ABARROTES,53.0
2026-05-22,BEBIDAS,65.0
2026-05-22,GOLOSINAS,82.0
2026-05-22,HELADOS,37.0
2026-05-22,LIMPIEZA,14.0
2026-05-23,ABARROTES,52.0
2026-05-23,BEBIDAS,109.0
2026-05-23,GOLOSINAS,88.0
2026-05-23,HELADOS,30.0
2026-05-23,LIMPIEZA,15.0
2026-05-24,ABARROTES,58.0
2026-05-24,BEBIDAS,119.0
2026-05-24,GOLOSINAS,55.0
2026-05-24,HELADOS,38.0
2026-05-24,LIMPIEZA,11.0
2026-05-25,ABARROTES,51.0
2026-05-25,BEBIDAS,66.0
2026-05-25,GOLOSINAS,60.0
2026-05-25,HELADOS,15.0
2026-05-25,LIMPIEZA,5.0
2026-05-26,ABARROTES,45.0
2026-05-26,BEBIDAS,66.0
2026-05-26,GOLOSINAS,58.0
2026-05-26,HELADOS,28.0
2026-05-26,LIMPIEZA,12.0
2026-05-27,ABARROTES,50.0
2026-05-27,BEBIDAS,90.0
2026-05-27,GOLOSINAS,79.0
2026-05-27,HELADOS,24.0
2026-05-27,LIMPIEZA,16.0
2026-05-28,ABARROTES,45.0
2026-05-28,BEBIDAS,85.0
2026-05-28,GOLOSINAS,79.0
2026-05-28,HELADOS,20.0
2026-05-28,LIMPIEZA,8.0
2026-05-29,ABARROTES,55.0
2026-05-29,BEBIDAS,72.0
2026-05-29,GOLOSINAS,69.0
2026-05-29,HELADOS,18.0
2026-05-29,LIMPIEZA,11.0
2026-05-30,ABARROTES,46.0
2026-05-30,BEBIDAS,118.0
2026-05-30,GOLOSINAS,108.0
2026-05-30,HELADOS,21.0
2026-05-30,LIMPIEZA,27.0
2026-05-31,ABARROTES,64.0
2026-05-31,BEBIDAS,96.0
2026-05-31,GOLOSINAS,83.0
2026-05-31,HELADOS,23.0
2026-05-31,LIMPIEZA,19.0
2026-06-01,ABARROTES,50.0
2026-06-01,BEBIDAS,95.0
2026-06-01,GOLOSINAS,58.0
2026-06-01,HELADOS,33.0
2026-06-01,LIMPIEZA,15.0
2026-06-02,ABARROTES,41.0
2026-06-02,BEBIDAS,88.0
2026-06-02,GOLOSINAS,122.0
2026-06-02,HELADOS,24.0
2026-06-02,LIMPIEZA,9.0
2026-06-03,ABARROTES,40.0
2026-06-03,BEBIDAS,84.0
2026-06-03,GOLOSINAS,44.0
2026-06-03,HELADOS,34.0
2026-06-03,LIMPIEZA,24.0
2026-06-04,ABARROTES,56.0
2026-06-04,BEBIDAS,87.0
2026-06-04,GOLOSINAS,90.0
2026-06-04,HELADOS,13.0
2026-06-04,LIMPIEZA,21.0
2026-06-05,ABARROTES,62.0
2026-06-05,BEBIDAS,110.0
2026-06-05,GOLOSINAS,83.0
2026-06-05,HELADOS,31.0
2026-06-05,LIMPIEZA,19.0
2026-06-06,ABARROTES,37.0
2026-06-06,BEBIDAS,119.0
2026-06-06,GOLOSINAS,77.0
2026-06-06,HELADOS,33.0
2026-06-06,LIMPIEZA,21.0
2026-06-07,ABARROTES,50.0
2026-06-07,BEBIDAS,88.0
2026-06-07,GOLOSINAS,46.0
2026-06-07,HELADOS,33.0
2026-06-07,LIMPIEZA,14.0
2026-06-08,ABARROTES,41.0
2026-06-08,BEBIDAS,91.0
2026-06-08,GOLOSINAS,81.0
2026-06-08,HELADOS,19.0
2026-06-08,LIMPIEZA,19.0
2026-06-09,ABARROTES,53.0
2026-06-09,BEBIDAS,78.0
2026-06-09,GOLOSINAS,60.0
2026-06-09,HELADOS,32.0
2026-06-09,LIMPIEZA,14.0
2026-06-10,ABARROTES,40.0
2026-06-10,BEBIDAS,58.0
2026-06-10,GOLOSINAS,69.0
2026-06-10,HELADOS,38.0
2026-06-10,LIMPIEZA,13.0
2026-06-11,ABARROTES,32.0
2026-06-11,BEBIDAS,102.0
2026-06-11,GOLOSINAS,85.0
2026-06-11,HELADOS,26.0
2026-06-11,LIMPIEZA,9.0
2026-06-12,ABARROTES,54.0
2026-06-12,BEBIDAS,90.0
2026-06-12,GOLOSINAS,68.0
2026-06-12,HELADOS,21.0
2026-06-12,LIMPIEZA,17.0
2026-06-13,ABARROTES,56.0
2026-06-13,BEBIDAS,142.0
2026-06-13,GOLOSINAS,88.0
2026-06-13,HELADOS,31.0
2026-06-13,LIMPIEZA,18.0
2026-06-14,ABARROTES,50.0
2026-06-14,BEBIDAS,134.0
2026-06-14,GOLOSINAS,88.0
2026-06-14,HELADOS,30.0
2026-06-14,LIMPIEZA,5.0
2026-06-15,ABARROTES,51.0
2026-06-15,BEBIDAS,73.0
2026-06-15,GOLOSINAS,96.0
2026-06-15,HELADOS,28.0
2026-06-15,LIMPIEZA,9.0
2026-06-16,ABARROTES,56.0
2026-06-16,BEBIDAS,79.0
2026-06-16,GOLOSINAS,41.0
2026-06-16,HELADOS,21.0
2026-06-16,LIMPIEZA,19.0
2026-06-17,ABARROTES,43.0
2026-06-17,BEBIDAS,69.0
2026-06-17,GOLOSINAS,85.0
2026-06-17,HELADOS,24.0
2026-06-17,LIMPIEZA,14.0
2026-06-18,ABARROTES,43.0
2026-06-18,BEBIDAS,92.0
2026-06-18,GOLOSINAS,65.0
2026-06-18,HELADOS,19.0
2026-06-18,LIMPIEZA,19.0
2026-06-19,ABARROTES,41.0
2026-06-19,BEBIDAS,98.0
2026-06-19,GOLOSINAS,85.0
2026-06-19,HELADOS,17.0
2026-06-19,LIMPIEZA,6.0
2026-06-20,ABARROTES,67.0
2026-06-20,BEBIDAS,83.0
2026-06-20,GOLOSINAS,117.0
2026-06-20,HELADOS,32.0
2026-06-20,LIMPIEZA,26.0
2026-06-21,ABARROTES,48.0
2026-06-21,BEBIDAS,84.0
2026-06-21,GOLOSINAS,88.0
2026-06-21,HELADOS,20.0
2026-06-21,LIMPIEZA,26.0
2026-06-22,ABARROTES,45.0
